catalog_order,id,name_en,name_ro,name_th,record_type,primary_category,all_categories,disciplines,hyrox_station_order,hyrox_station_name,equipment,muscles,movement_pattern,entity_type,prescription_mode,default_sets,default_reps_or_duration,unit,default_rest_seconds,per_side,loadable,increment_kg,can_fail_safely,needs_spotter,needs_safeties,contraindications,technical_complexity,coached_only,tempo_applies,tempo_class,review_status,evidence_source_ids,owner_csv_exact_match,owner_csv_disposition,owner_csv_source_name,english_aliases,notes
489,atlas_stone_to_platform,Atlas Stone to Platform,Atlas Stone to Platform,Atlas Stone to Platform,movement,weights,strongman; strength; weights,strength; strongman,,,Atlas Stone,glutes; hamstrings; upperBack; biceps; forearms,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,150,false,true,10,false,false,false,lumbar_flexion,5,true,true,hamstring_eccentric,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; world_strongman_rules; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Atlas Stone to Platform,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Requires qualified coaching in APEX. Evidence: acsm_resistance_2002, acsm_resistance_2026, world_strongman_rules, nsca_higher_risk_resistance."
490,smith_machine_back_squat,Smith Machine Back Squat,Smith Machine Back Squat,Smith Machine Back Squat,movement,machine,strength; machine,strength,,,Smith Machine,quads; glutes; hamstrings; adductors,squat,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,true,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Smith Machine Back Squat,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
491,smith_machine_bench_press,Smith Machine Bench Press,Smith Machine Bench Press,Smith Machine Bench Press,movement,machine,strength; machine,strength,,,Smith Machine,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2.5,true,false,true,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Smith Machine Bench Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
492,smith_machine_incline_bench_press,Smith Machine Incline Bench Press,Smith Machine Incline Bench Press,Smith Machine Incline Bench Press,movement,machine,strength; machine,strength,,,Smith Machine,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2.5,true,false,true,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Smith Machine Incline Bench Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
493,smith_machine_shoulder_press,Smith Machine Shoulder Press,Smith Machine Shoulder Press,Smith Machine Shoulder Press,movement,machine,strength; machine,strength,,,Smith Machine,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2.5,true,false,true,shoulder_overhead; shoulder_press,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Smith Machine Shoulder Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
494,hack_squat_reverse,Hack Squat - Reverse,Hack Squat - Reverse,Hack Squat - Reverse,movement,machine,strength; machine,strength,,,Hack Squat Machine,quads; glutes; hamstrings; adductors,squat,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Hack Squat - Reverse,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
495,pendulum_squat_machine,Pendulum Squat Machine,Pendulum Squat Machine,Pendulum Squat Machine,movement,machine,strength; machine,strength,,,Pendulum Squat Machine,quads; glutes; hamstrings; adductors,squat,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Pendulum Squat Machine,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
496,vertical_leg_press_machine,Vertical Leg Press Machine,Vertical Leg Press Machine,Vertical Leg Press Machine,movement,machine,strength; machine,strength,,,Leg Press Machine,quads; glutes; hamstrings; adductors,squat,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Vertical Leg Press Machine,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
497,reverse_hyper_machine,Reverse Hyper Machine,Reverse Hyper Machine,Reverse Hyper Machine,movement,machine,strength; machine,strength,,,Reverse Hyper Machine,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,false,lumbar_flexion,2,false,true,glute_lockout,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Reverse Hyper Machine,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
498,cable_cross_over_high_to_low,Cable Cross-Over - High to Low,Cable Cross-Over - High to Low,Cable Cross-Over - High to Low,movement,machine,strength; machine,strength,,,Cable Stack,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2.5,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Cross-Over - High to Low,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
499,cable_cross_over_low_to_high,Cable Cross-Over - Low to High,Cable Cross-Over - Low to High,Cable Cross-Over - Low to High,movement,machine,strength; machine,strength,,,Cable Stack,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2.5,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Cross-Over - Low to High,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
500,single_arm_cable_chest_press,Single-Arm Cable Chest Press,Single-Arm Cable Chest Press,Single-Arm Cable Chest Press,movement,machine,strength; machine,strength,,,Cable Stack,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,true,true,2.5,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Single-Arm Cable Chest Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
501,standing_cable_fly,Standing Cable Fly,Standing Cable Fly,Standing Cable Fly,movement,machine,strength; machine,strength,,,Cable Stack,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,3,9,reps,60,false,true,2.5,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Standing Cable Fly,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
502,single_arm_cable_lateral_raise,Single-Arm Cable Lateral Raise,Single-Arm Cable Lateral Raise,Single-Arm Cable Lateral Raise,movement,machine,strength; machine,strength,,,Cable Stack,sideDelts,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,true,true,2.5,true,false,false,,2,false,true,lateral_delt,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Single-Arm Cable Lateral Raise,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
503,cable_rear_delt_fly_standing,Cable Rear-Delt Fly (Standing),Cable Rear-Delt Fly (Standing),Cable Rear-Delt Fly (Standing),movement,machine,strength; machine,strength,,,Cable Stack,rearDelts,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2.5,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Rear-Delt Fly (Standing),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
504,cable_rope_overhead_triceps_extension,Cable Rope Overhead Triceps Extension,Cable Rope Overhead Triceps Extension,Cable Rope Overhead Triceps Extension,movement,machine,strength; machine,strength,,,Cable Stack,triceps; frontDelts,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2.5,true,false,false,shoulder_overhead; shoulder_press,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Rope Overhead Triceps Extension,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
505,cable_overhead_curl,Cable Overhead Curl,Cable Overhead Curl,Cable Overhead Curl,movement,machine,strength; machine,strength,,,Cable Stack,biceps; forearms,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2.5,true,false,false,shoulder_overhead; shoulder_press,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Overhead Curl,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
506,cable_rope_hammer_curl,Cable Rope Hammer Curl,Cable Rope Hammer Curl,Cable Rope Hammer Curl,movement,machine,strength; machine,strength,,,Cable Stack,biceps; forearms,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2.5,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Rope Hammer Curl,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
507,cable_hip_flexion,Cable Hip Flexion,Cable Hip Flexion,Cable Hip Flexion,movement,machine,strength; machine,strength,,,Cable Stack,abs; obliques,isolation_lower,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2.5,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Hip Flexion,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
508,cable_kickback_glutes,Cable Kickback (Glutes),Cable Kickback (Glutes),Cable Kickback (Glutes),movement,machine,strength; machine,strength,,,Cable Stack,glutes,isolation_lower,resistance_dynamic,tempo_reps,3,12,reps,60,true,true,2.5,true,false,false,,2,false,true,glute_lockout,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Kickback (Glutes),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
509,cable_deadlift,Cable Deadlift,Cable Deadlift,Cable Deadlift,movement,machine,strength; machine,strength,,,Cable Stack,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,false,lumbar_flexion,2,false,true,hamstring_eccentric,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Deadlift,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
510,cable_squat_row,Cable Squat Row,Cable Squat Row,Cable Squat Row,movement,machine,strength; machine,strength,,,Cable Stack,chest; upperBack; abs; glutes; quads; obliques,conditioning,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2.5,true,false,false,,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Cable Squat Row,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
511,lat_pulldown_single_arm,Lat Pulldown - Single-Arm,Lat Pulldown - Single-Arm,Lat Pulldown - Single-Arm,movement,machine,strength; machine,strength,,,Cable Stack,lats; biceps; upperBack; forearms,vertical_pull,resistance_dynamic,tempo_reps,4,9,reps,60,true,true,2.5,true,false,false,elbow; shoulder_overhead,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Lat Pulldown - Single-Arm,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
512,machine_chest_fly,Machine Chest Fly,Machine Chest Fly,Machine Chest Fly,movement,machine,strength; machine,strength,,,Pec Deck Machine,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,3,9,reps,60,false,true,2.5,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Machine Chest Fly,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
513,machine_reverse_fly,Machine Reverse Fly,Machine Reverse Fly,Machine Reverse Fly,movement,machine,strength; machine,strength,,,Pec Deck Machine,rearDelts,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2.5,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Machine Reverse Fly,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
514,hammer_strength_row_machine,Hammer-Strength Row Machine,Hammer-Strength Row Machine,Hammer-Strength Row Machine,movement,machine,strength; machine,strength,,,Row Machine,lats; upperBack; biceps; rearDelts,horizontal_pull,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2.5,true,false,false,,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Hammer-Strength Row Machine,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
515,hammer_strength_incline_press,Hammer-Strength Incline Press,Hammer-Strength Incline Press,Hammer-Strength Incline Press,movement,machine,strength; machine,strength,,,Chest Press Machine,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2.5,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Hammer-Strength Incline Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
